,non_given_dims,beta,rgb_supervise,rgb_weak_supervise_prop,rgb_temp_beta,rgb_lambda,adversarial_supervise,adversarial_lambda,adversarial_target_language,encoder_class,color_metric_mean,color_metric_std,deltae,issm,psnr,rmse,sam,sre,ssim1,issm1,psnr1,rmse1,sam1,sre1
100,5,1.0,1,0.5,0.9,10,0,20,1,1,90.4104894318521,6.166143071961389,99.77370243149815,0.0,50.4676984,0.003406215,89.9231749,56.0450215,0.990319476,0.0,52.3249982,0.00289904703,89.7924029,55.6569952
189,5,1.0,1,0.5,0.9,10,0,30,1,1,89.7481718666308,6.133875904426435,99.80087230581098,0.0,49.7750296,0.00364047805,89.9147618,55.8423244,0.989274052,0.0,51.6029526,0.00311087753,89.8159295,55.2857381
249,5,1.0,1,0.5,0.9,20,0,20,1,1,91.3591434545855,6.419160576833744,99.80126824175782,0.0,50.2857606,0.00349631889,89.9259468,56.1966696,0.98953208,0.0,52.1557698,0.00299807216,89.8048517,55.5521338
133,5,1.0,1,0.5,0.9,20,0,30,1,1,91.00766976933234,6.895743177307671,99.78167289890561,0.0,50.2301421,0.00353065415,89.9186202,56.0573948,0.989655112,0.0,52.1542265,0.00299282024,89.7716343,55.5589368
198,5,1.0,1,0.5,0.98,1,0,20,1,1,91.27698003945008,5.926430981638503,99.8096950151204,0.0,50.4618068,0.00343909259,89.9244617,56.0053156,0.99002089,0.0,52.3021952,0.00293565039,89.7975564,55.6331739
252,5,1.0,1,0.5,0.98,1,0,30,1,1,91.1231251828744,6.843029873802861,99.80218982478557,0.0,50.3251599,0.00345847111,89.914995,56.1293043,0.990059516,0.0,52.3485715,0.00292219761,89.8131596,55.6569626
241,5,1.0,1,0.5,0.98,5,0,20,1,1,89.6409546577942,6.42714542459376,99.74906500270859,0.0,50.2995061,0.00348144192,89.923409,55.9176806,0.98951629,0.0,51.937759,0.00302801363,89.7762237,55.4470163
298,5,1.0,1,0.5,0.98,5,0,30,1,1,90.48277658456053,6.6981613174814605,99.78257824888149,0.0,50.1456942,0.00352267163,89.9284761,56.0444401,0.989659068,0.0,52.0217383,0.00301307982,89.8101373,55.5013944
191,5,1.0,1,0.5,0.98,10,0,20,1,1,90.58189181753632,6.702404749092503,99.80001151459682,0.0,50.4551224,0.0034449597,89.9251551,56.0490257,0.989764736,0.0,52.2543582,0.00296413778,89.8166607,55.6055761
206,5,1.0,1,0.5,0.98,10,0,30,1,1,89.88489105686863,6.898674463165537,99.81969157963883,0.0,50.3855124,0.00345781815,89.9097838,56.097646,0.989995087,0.0,52.2756582,0.00294460922,89.8084344,55.6339957
211,5,1.0,1,0.5,0.98,20,0,20,1,1,89.40259626386108,7.474174003643258,99.80531035680252,0.0,50.5709641,0.00338834286,89.9180448,56.1864035,0.990103418,0.0,52.2776116,0.00293418395,89.7600598,55.6132819
285,5,1.0,1,0.5,0.98,20,0,30,1,1,90.67596706950604,6.713443970260064,99.7894661553271,0.0,50.2802001,0.00348090794,89.9089706,56.1552398,0.989978502,0.0,52.3599417,0.00293094645,89.7746962,55.6657964
274,5,1.0,1,0.5,0.99,1,0,20,1,1,89.98011347255625,5.984576085397877,99.8337428966069,0.0,50.1884445,0.00351075636,89.9252537,55.9884857,0.98979049,0.0,52.0803598,0.00299262342,89.8152843,55.5341014
188,5,1.0,1,0.5,0.99,1,0,30,1,1,91.01614434317705,6.281359657715073,99.81897053164228,0.0,50.3173932,0.00348561614,89.9352718,56.111212,0.989798278,0.0,52.271721,0.00296866434,89.8250364,55.6285913
267,5,1.0,1,0.5,0.99,5,0,20,1,1,90.3689609849644,5.9058941976115245,99.83827863141498,0.0,50.4606823,0.00342639587,89.9229629,56.0144848,0.990161459,0.0,52.2668087,0.00292127082,89.8192734,55.6324137
260,5,1.0,1,0.5,0.99,5,0,30,1,1,90.1786326327508,6.703753225446535,99.772112336405,0.0,49.962704,0.00360071487,89.9212682,55.8609586,0.989361417,0.0,51.7021129,0.0030924706,89.7820286,55.3344462
263,5,1.0,1,0.5,0.99,10,0,20,1,1,89.68158737749481,5.73274236855684,99.7881435395949,0.0,50.4323134,0.00339148862,89.9200819,55.9544312,0.990442459,0.0,52.2105951,0.00290489312,89.8054203,55.6023105
290,5,1.0,1,0.5,0.99,10,0,30,1,1,91.46033479170248,6.161541702485402,99.81426009901999,0.0,50.4414896,0.00343996633,89.9300661,56.0629728,0.989958286,0.0,52.1792317,0.00296102782,89.7994289,55.5804863
103,5,1.0,1,0.5,0.99,20,0,20,1,1,91.51632068330515,5.872299977450116,99.82406707778526,0.0,50.2784847,0.00347366808,89.9220244,56.0109251,0.989829229,0.0,52.1226227,0.00297035864,89.7890251,55.5467127
276,5,1.0,1,0.5,0.99,20,0,30,1,1,90.92038127827732,6.224514541870542,99.81625449371447,0.0,50.3149151,0.00346292119,89.9235483,56.0207981,0.989883601,0.0,52.1813441,0.00297078365,89.7713087,55.5661782
328,5,2.0,0,0.05,0.99,1,0,20,0,2,79.76921093372052,12.884193722582811,99.82232670045474,0.0,48.9821761,0.0039633408,89.8996917,55.580258,0.987730823,0.0,51.0357344,0.00334888899,89.7708002,55.0108711
20,5,2.0,0,0.1,0.99,1,0,20,0,1,85.8598655061894,9.309693124107907,99.83780758966971,0.0,49.4422633,0.00378374369,89.9257927,55.7796183,0.98839394,0.0,51.3252004,0.00324267742,89.805358,55.1508828
59,5,2.0,0,0.1,0.99,1,0,20,1,1,86.1988900023531,9.287447057282304,99.80869258131942,0.0,49.4800538,0.00376592395,89.9171845,55.6770414,0.988536706,0.0,51.3324454,0.00323193139,89.8051051,55.1679614
329,5,5.0,0,0.05,0.99,1,0,20,0,2,82.95174042579546,11.510168377627762,99.81712923371113,0.0,48.867664,0.00398383113,89.9153278,55.4200819,0.987771521,0.0,50.7339163,0.00338809576,89.8009591,54.8364806
24,5,5.0,0,0.1,0.99,1,0,20,0,1,87.56583158647851,8.210452184157495,99.81840126382404,0.0,49.2606274,0.00383007323,89.8994524,55.4815947,0.988222748,0.0,51.0386399,0.00329817191,89.7633853,55.0024135
60,5,5.0,0,0.1,0.99,1,0,20,1,1,86.77324165116335,9.139600350647813,99.81224324811699,0.0,49.3821238,0.0038029213,89.898435,55.5588329,0.988400027,0.0,51.118454,0.00327955199,89.7588124,55.0469372
1,5,5.0,1,0.5,0.99,1,1,20,0,0,91.13237534222463,7.17731085962162,99.78135158151886,0.0,49.6568531,0.00368472003,89.8834938,55.82932,0.988860111,0.0,51.6776896,0.00314562644,89.8124633,55.3175272
330,10,0.1,0,0.05,0.99,1,0,20,0,2,65.86218653572773,15.31041960805426,99.8013255259987,0.0,51.8499942,0.00287544787,89.9251416,56.8546897,0.993067524,0.0,54.0538497,0.00238675031,89.7973834,56.5166876
331,10,1.0,0,0.05,0.99,1,0,20,0,2,66.79911665075727,14.87860482096588,99.82547459751598,0.0,51.0705471,0.00308866095,89.9254162,56.361607,0.992625323,0.0,53.3192298,0.00252356563,89.8093213,56.1303048
332,10,2.0,0,0.05,0.99,1,0,20,0,2,67.16129648424676,15.321967100988491,99.82051218568938,0.0,51.2709078,0.00303571922,89.9311368,56.719128,0.992513461,0.0,53.4515591,0.00251525189,89.8086775,56.2174356
333,10,5.0,0,0.05,0.99,1,0,20,0,2,75.3192221858576,13.783731652346344,99.82433777242117,0.0,49.6473873,0.0035582469,89.9087735,55.6546085,0.990278066,0.0,51.6440921,0.00298261107,89.7701853,55.2955909
23,12,0.01,0,0.1,0.99,1,0,20,0,1,69.74139504166537,14.80358175209002,99.85755281378387,0.0,52.6476079,0.00261545591,89.919994,57.2416924,0.994270409,0.0,54.7541029,0.00217051555,89.7882907,56.8612775
54,12,0.01,0,0.1,0.99,1,0,20,1,1,70.23011733843487,15.074475013769543,99.8231037894646,0.0,52.6417039,0.00265138336,89.9318435,56.9573909,0.994016934,0.0,54.7093528,0.00220467309,89.8477636,56.829018
43,12,0.5,0,0.1,0.99,1,0,20,0,1,75.71083801516379,13.652884848793128,99.80887652420954,0.0,52.1774235,0.00271673556,89.9331918,56.8473865,0.994117725,0.0,54.1469413,0.00226025962,89.7701057,56.5609272
39,12,0.5,0,0.1,0.99,1,0,20,1,1,79.47134366720536,13.40323000972256,99.83367646260952,0.0,52.1654954,0.00275417175,89.927164,56.8089661,0.993830481,0.0,54.2588512,0.00229017865,89.7722686,56.6195551
27,12,1.0,0,0.1,0.99,1,0,20,0,1,79.8250443031943,13.64366732526101,99.80285641325572,0.0,52.2411924,0.0027276347,89.9323353,56.9766171,0.993967789,0.0,54.3864128,0.00226457641,89.755637,56.6914022
51,12,1.0,0,0.1,0.99,1,0,20,1,1,80.76149219528243,12.933958254052124,99.84437224811454,0.0,52.2667333,0.00270844603,89.9336208,56.9129705,0.993927726,0.0,54.3445419,0.00226117225,89.774623,56.66765
14,12,2.0,0,0.1,0.99,1,0,20,0,1,82.68615515579363,11.980550209551724,99.79992398942807,0.0,51.5207477,0.00292636576,89.9146595,56.4404469,0.99319694,0.0,53.5183737,0.0024446601,89.7959248,56.234373
3,12,2.0,0,0.1,0.99,1,0,20,1,1,85.56839650299246,9.636134060724943,99.85987692257572,0.0,51.9275737,0.00280369539,89.9286928,56.716534,0.993767401,0.0,53.9523002,0.00233734259,89.8233791,56.4635987
19,12,5.0,0,0.1,0.99,1,0,20,0,1,86.17490768547819,8.806103459981816,99.83876694114078,0.0,50.4196905,0.00326346232,89.9139571,55.8605032,0.991754468,0.0,52.2120219,0.00277238645,89.7671897,55.5909993
6,12,5.0,0,0.1,0.99,1,0,20,1,1,86.35354834545893,8.428611111443868,99.80837040469962,0.0,50.6746507,0.00316102749,89.9195685,56.0166545,0.992347822,0.0,52.5789147,0.00265417602,89.7759919,55.7735992
45,20,0.01,0,0.1,0.99,1,0,20,0,1,69.07755207928831,15.192758989979891,99.82242436683758,0.0,54.2661232,0.00218479633,89.9248535,57.9444426,0.995931093,0.0,56.292699,0.00182049641,89.8238529,57.6355581
49,20,0.01,0,0.1,0.99,1,0,20,1,1,68.14848322116391,14.57894012131164,99.82416357044896,0.0,53.1944702,0.00243553721,89.9187301,57.4894714,0.995077083,0.0,55.0875758,0.00206205075,89.7521762,57.0251881
334,20,0.1,0,0.05,0.99,1,0,20,0,2,63.69581173888029,15.091741120870472,99.85387346942242,0.0,53.9954995,0.00224862314,89.8989033,57.7229781,0.995918043,0.0,56.2416546,0.00183213167,89.7565595,57.6160675
52,20,0.5,0,0.1,0.99,1,0,20,0,1,74.36372038370091,13.594349460029806,99.84833928973771,0.0,52.7629202,0.00252996242,89.9221234,57.1823811,0.99491488,0.0,54.9604165,0.00208482373,89.7981664,56.9642089
33,20,0.5,0,0.1,0.99,1,0,20,1,1,76.46224512581163,13.555394521252287,99.84648109627355,0.0,53.5431838,0.0023468139,89.9301476,57.4571103,0.995356822,0.0,55.604436,0.00196177075,89.7720301,57.2911991
335,20,1.0,0,0.05,0.99,1,0,20,0,2,64.87953550966148,15.203119835989195,99.83224094365485,0.0,52.4372661,0.00260206329,89.9110655,56.9639826,0.994871292,0.0,54.3178073,0.00218252018,89.7749875,56.6471901
29,20,1.0,0,0.1,0.99,1,0,20,0,1,81.18326185769853,12.438095558576167,99.81852651600273,0.0,52.9108177,0.00249734641,89.9158116,57.1340087,0.995011044,0.0,54.9588839,0.00207177961,89.6988324,56.9624087
47,20,1.0,0,0.1,0.99,1,0,20,1,1,80.30760410578537,11.620603696507798,99.82377041280218,0.0,52.6304288,0.0025732445,89.9161773,56.9666578,0.994831953,0.0,54.8047276,0.00211382501,89.7821675,56.8895916
336,20,2.0,0,0.05,0.99,1,0,20,0,2,67.05044060523959,15.134768827979055,99.82329145841486,0.0,51.9649625,0.00275713038,89.8985945,56.8768424,0.994279284,0.0,54.3029685,0.00223988417,89.7516971,56.6444881
26,20,2.0,0,0.1,0.99,1,0,20,0,1,84.40433511659745,10.681821780835683,99.78669430460914,0.0,51.7582372,0.00282328678,89.9185588,56.476624,0.993773273,0.0,53.6211978,0.00238570627,89.7607939,56.2859417
55,20,2.0,0,0.1,0.99,1,0,20,1,1,82.94274723904797,11.08568881797029,99.78220700790375,0.0,51.9449229,0.00276644567,89.9320053,56.77081,0.994123307,0.0,54.0460374,0.00228247116,89.8338728,56.5183809
337,20,5.0,0,0.05,0.99,1,0,20,0,2,74.88508298195991,13.741021462970131,99.8234915039436,0.0,50.0293343,0.00340656854,89.9138625,55.8728801,0.991150269,0.0,52.0390206,0.00285601332,89.7697735,55.4890327
42,20,5.0,0,0.1,0.99,1,0,20,0,1,86.55494902663003,9.00215280001113,99.84529626982454,0.0,50.5555771,0.0032192433,89.9277166,56.1667589,0.991866919,0.0,52.4585591,0.0027268695,89.8084087,55.7127283
4,20,5.0,0,0.1,0.99,1,0,20,1,1,87.04822414282157,8.648928045121984,99.83446791066018,0.0,50.6539785,0.00317681713,89.9219576,56.2004272,0.992226076,0.0,52.618809,0.00266200551,89.8087197,55.7808261
58,30,0.01,0,0.1,0.99,1,0,20,0,1,68.09657942157108,14.209684589985512,99.87732973872963,0.0,54.3414019,0.00214479299,89.917659,57.9217797,0.996172582,0.0,56.4920407,0.00176312976,89.8286147,57.7281118
22,30,0.01,0,0.1,0.99,1,0,20,1,1,67.82403247654493,15.05265485885061,99.81861570756286,0.0,55.0037483,0.00201932236,89.9279488,58.1850388,0.996499067,0.0,57.1230389,0.00166440376,89.7954546,58.0525086
13,30,0.5,0,0.1,0.99,1,0,20,0,1,76.74673469154574,13.877148808606766,99.83165661174922,0.0,53.2320469,0.00239902738,89.9105093,57.4137561,0.995432245,0.0,55.2878305,0.00199255704,89.7755652,57.1373826
31,30,0.5,0,0.1,0.99,1,0,20,1,1,76.44212131785031,13.971433409286416,99.79970306849847,0.0,53.1833938,0.00242276475,89.9098594,57.4040753,0.995274674,0.0,55.3004644,0.00200178048,89.8112356,57.1242707
48,30,1.0,0,0.1,0.99,1,0,20,0,1,80.73266800699267,12.088262429928127,99.81148476744592,0.0,52.979253,0.00247099273,89.9122457,57.0160585,0.995251411,0.0,55.1547353,0.00202810368,89.8041663,57.0506556
21,30,1.0,0,0.1,0.99,1,0,20,1,1,79.11996610924591,12.979921764365717,99.79334374682779,0.0,52.9382464,0.0024837657,89.9193042,57.0581793,0.995122997,0.0,54.8612353,0.00207288316,89.7653177,56.9004938
41,30,2.0,0,0.1,0.99,1,0,20,0,1,83.65792606308673,11.454092610768615,99.79383721670652,0.0,51.6456652,0.00285214299,89.905302,56.5637477,0.993744091,0.0,53.6195693,0.00237959592,89.7609448,56.2841708
36,30,2.0,0,0.1,0.99,1,0,20,1,1,82.69945047604344,11.066386911353646,99.80933580521662,0.0,51.8473622,0.0027795225,89.9249753,56.7771773,0.993921992,0.0,53.9797371,0.00230611042,89.7646413,56.463451
7,30,5.0,0,0.1,0.99,1,0,20,0,1,86.35962986572453,8.846610198635652,99.82897685858774,0.0,50.6280345,0.00317952844,89.9231544,56.1808876,0.992170272,0.0,52.5971923,0.00266961486,89.7609953,55.7747096
50,30,5.0,0,0.1,0.99,1,0,20,1,1,85.4572938313945,8.568365470501767,99.84978719342168,0.0,50.2313119,0.00332017605,89.9234033,55.6916529,0.991531602,0.0,51.8585828,0.00285268045,89.8074706,55.426634
30,50,0.01,0,0.1,0.99,1,0,20,0,1,67.7804077541256,15.110102652822077,99.82461597510111,0.0,55.6276958,0.00187891661,89.9114904,58.3853649,0.997165467,0.0,58.0484106,0.00150633873,89.7615873,58.5275471
10,50,0.01,0,0.1,0.99,1,0,20,1,1,66.58404650425845,15.566744455386178,99.8411227405757,0.0,54.8140969,0.00201641785,89.9099349,58.1112592,0.99682716,0.0,57.2049518,0.00161300419,89.7486043,58.0937078
338,50,0.1,0,0.05,0.99,1,0,20,0,2,63.98892380627999,15.565807271037372,99.83662547608773,0.0,54.9624629,0.00199181937,89.9011101,58.0140421,0.996744999,0.0,57.0322556,0.00164086986,89.7599442,58.011368
12,50,0.5,0,0.1,0.99,1,0,20,0,1,76.90317819789475,14.064967195160406,99.8181091069277,0.0,53.7612937,0.00226199014,89.9169109,57.6011544,0.995981653,0.0,55.8331823,0.00186297091,89.8145735,57.4097874
18,50,0.5,0,0.1,0.99,1,0,20,1,1,75.19193163475079,14.404515015809784,99.84740477632805,0.0,53.4962494,0.00232300912,89.9348035,57.5503229,0.995727721,0.0,55.7407201,0.00189689519,89.8385379,57.3654469
339,50,1.0,0,0.05,0.99,1,0,20,0,2,64.73035984206193,15.363494923786863,99.83160525904651,0.0,52.8060164,0.00249791838,89.9136466,57.2082815,0.995247429,0.0,55.0327068,0.00202624637,89.7862718,57.0046399
8,50,1.0,0,0.1,0.99,1,0,20,0,1,79.50130713165291,13.32912091353066,99.83838999911214,0.0,52.481876,0.00257311083,89.9309723,56.9188298,0.995068432,0.0,54.6653511,0.0020935726,89.8020179,56.8296801
17,50,1.0,0,0.1,0.99,1,0,20,1,1,81.01088653893777,11.81028798425304,99.84292716620172,0.0,53.0393153,0.00244192358,89.9217176,57.1742059,0.995298544,0.0,55.099129,0.00202065994,89.8246666,57.0371764
71,50,1.0,0,0.1,0.99,1,1,20,0,0,63.633950507424245,15.894655111627207,99.80706177103247,0.0,52.6581608,0.00253832627,89.8464647,57.0210608,0.994902604,0.0,54.5404965,0.0021587318,89.742212,56.7423313
81,50,1.0,0,0.1,0.99,1,1,20,0,1,80.98998350247686,12.05311722884558,99.8266976078741,0.0,52.8272337,0.0025122041,89.9196607,56.8557987,0.995103446,0.0,54.8000149,0.00208141073,89.779409,56.8698836
64,50,1.0,0,0.1,0.99,1,1,20,1,0,64.2013626150003,15.654135177377867,99.79313433056457,0.0,52.7732229,0.00251272662,89.8705825,56.9726152,0.995083552,0.0,54.9435939,0.00207659972,89.7708928,56.950718
65,50,1.0,0,0.1,0.99,1,1,20,1,1,81.06697709009241,12.12589478169437,99.81941466320473,0.0,52.6483742,0.00254827838,89.928009,56.9520619,0.995122099,0.0,54.7593448,0.00209366435,89.7687621,56.8677137
82,50,1.0,0,0.1,0.99,1,1,30,0,0,64.21577518776841,15.88955236466084,99.82789313432168,0.0,52.8814272,0.00249773378,89.9131944,57.1711229,0.995086933,0.0,55.0918837,0.00207114334,89.8087821,57.0369146
69,50,1.0,0,0.1,0.99,1,1,30,0,1,82.32230222934942,11.283679754454992,99.80279316577901,0.0,51.2967738,0.00300185351,89.9150221,56.3741204,0.992935776,0.0,53.2819513,0.00250658981,89.7581757,56.1303797
85,50,1.0,0,0.1,0.99,1,1,30,1,0,64.74400306933104,15.973556224065176,99.80094730587507,0.0,52.7810406,0.00250913028,89.9063225,57.1798571,0.995008984,0.0,54.9190598,0.00210192503,89.803969,56.9291535
73,50,1.0,0,0.1,0.99,1,1,30,1,1,80.74116994938142,11.40771169873575,99.85303275799781,0.0,52.4139742,0.00262212471,89.9103616,56.9702331,0.994701996,0.0,54.7107863,0.00212742765,89.7946029,56.8488605
74,50,1.0,0,0.1,0.99,1,1,50,0,0,63.29754450030753,16.008945658454508,99.81717286508983,0.0,52.4898521,0.00261075292,89.8984036,57.0148421,0.994521632,0.0,54.7173616,0.00217434106,89.8096101,56.8403215
79,50,1.0,0,0.1,0.99,1,1,50,0,1,81.56541273769808,11.061401910707596,99.85147522342213,0.0,51.986922,0.00276383683,89.918809,56.7551538,0.993858961,0.0,54.0404189,0.0023022338,89.7909375,56.5051978
77,50,1.0,0,0.1,0.99,1,1,50,1,0,64.85065033377121,15.658538675288774,99.7905531347166,0.0,50.0512865,0.0034759083,89.8735306,55.9621398,0.990191564,0.0,52.0881797,0.00297339387,89.7587971,55.5213209
78,50,1.0,0,0.1,0.99,1,1,50,1,1,79.01365038867552,13.62921854959742,99.80197105929699,0.0,50.0031751,0.0034878749,89.9284819,55.8588185,0.990562164,0.0,51.9917765,0.00291848974,89.7999991,55.490975
297,50,1.0,1,0.05,0.9,1,0,20,1,1,71.56289307201357,14.194660129677262,99.7952847735275,0.0,52.1355082,0.00267569878,89.919635,56.8113325,0.994618592,0.0,54.4280902,0.00217617917,89.7717286,56.6968732
275,50,1.0,1,0.05,0.9,1,0,30,1,1,70.58062959905024,13.554391709450975,99.82931864224909,0.0,52.891905,0.00247848301,89.9208998,57.257359,0.995146238,0.0,55.0492323,0.0020370249,89.7920936,57.0244357
152,50,1.0,1,0.05,0.9,5,0,20,1,1,70.13272471839043,14.194859669326446,99.84317887371178,0.0,52.9963229,0.00245001237,89.9233976,57.3738475,0.995233647,0.0,55.1361837,0.00202903194,89.8035777,57.0627246
123,50,1.0,1,0.05,0.9,5,0,30,1,1,72.39437602592615,13.263654357844825,99.83121084821003,0.0,52.9001534,0.0024877451,89.9257425,57.2291352,0.995101897,0.0,55.0571588,0.00205751503,89.7618605,57.0191062
132,50,1.0,1,0.05,0.9,10,0,20,1,1,70.75639853840174,13.447510314087143,99.84532710032892,0.0,53.1056063,0.00244449335,89.9159911,57.2753713,0.995180466,0.0,55.2367253,0.00201951077,89.8304203,57.0920682
232,50,1.0,1,0.05,0.9,10,0,30,1,1,72.00590688260574,13.58184896667515,99.84184128558901,0.0,52.9747499,0.00245977027,89.9143004,57.2848414,0.995243478,0.0,55.176491,0.00202106421,89.7895856,57.0768835
312,50,1.0,1,0.05,0.9,20,0,20,1,1,72.96214825724788,13.355007058465944,99.84543004754222,0.0,52.6266756,0.00255338162,89.9240698,57.2209554,0.995011998,0.0,54.920479,0.00207560691,89.8076704,56.9651918
230,50,1.0,1,0.05,0.9,20,0,30,1,1,71.41560741413254,14.620904374339668,99.79970458319389,0.0,52.8760215,0.00247437848,89.9022538,57.3109358,0.995296043,0.0,55.1135566,0.00202909563,89.748287,57.0232051
231,50,1.0,1,0.05,0.98,1,0,20,1,1,76.91871875655511,12.501942545071396,99.78680025698719,0.0,52.2659721,0.00269511445,89.9241566,56.8254114,0.994398249,0.0,54.5112594,0.00219984751,89.779006,56.729612
179,50,1.0,1,0.05,0.98,1,0,30,1,1,78.47681851306331,11.88848067628254,99.83685030828238,0.0,51.8160462,0.00281173459,89.9119619,56.7569474,0.993839744,0.0,53.8460407,0.00234288441,89.7984618,56.424563
295,50,1.0,1,0.05,0.98,5,0,20,1,1,77.62346717091442,12.443811146917394,99.81257384748477,0.0,52.1583178,0.00271307983,89.9271047,56.8653227,0.994215648,0.0,54.3496978,0.00224180695,89.7883709,56.6492572
112,50,1.0,1,0.05,0.98,5,0,30,1,1,76.8425376752432,12.563303336876388,99.81626549121823,0.0,52.177618,0.00270711336,89.9163452,56.914074,0.994465388,0.0,54.6248569,0.0021768966,89.7974274,56.808142
308,50,1.0,1,0.05,0.98,10,0,20,1,1,76.88786102102007,12.413169572542456,99.86088667808374,0.0,52.1228656,0.00272827035,89.9334042,56.9367203,0.994222253,0.0,54.309763,0.00224357597,89.8239299,56.6465341
266,50,1.0,1,0.05,0.98,10,0,30,1,1,78.12942869995543,11.557445023092288,99.84013759150973,0.0,52.004533,0.00274223985,89.9303547,56.8110784,0.994439396,0.0,54.4798681,0.00218980286,89.8196064,56.7416945
323,50,1.0,1,0.05,0.98,20,0,20,1,1,76.90449228930339,11.944795251779778,99.82347272353178,0.0,52.3003401,0.002665159,89.9199246,56.8299445,0.994493074,0.0,54.4278091,0.00219358999,89.7988342,56.6918697
209,50,1.0,1,0.05,0.98,20,0,30,1,1,78.88985673126125,11.626446432955932,99.86585021200759,0.0,52.3039743,0.00266512638,89.9054014,57.0026078,0.9944827,0.0,54.4930943,0.00218304904,89.8023155,56.7401502
130,50,1.0,1,0.05,0.99,1,0,20,1,1,76.70140724067906,12.884693608158098,99.83609519911049,0.0,51.4858859,0.00294618942,89.9289158,56.5437126,0.993395198,0.0,53.7147793,0.00240754177,89.8297105,56.3439261
294,50,1.0,1,0.05,0.99,1,0,30,1,1,80.23008808876355,11.302510267494837,99.80833626744989,0.0,51.4246941,0.00297458765,89.9225105,56.3310517,0.993193959,0.0,53.5816983,0.00245026628,89.7723778,56.2621175
204,50,1.0,1,0.05,0.99,5,0,20,1,1,81.51652494027137,10.00361110781166,99.83540644401259,0.0,51.4668955,0.00295039668,89.9276318,56.3360693,0.993422144,0.0,53.6534199,0.00241211108,89.8267922,56.3056163
281,50,1.0,1,0.05,0.99,5,0,30,1,1,81.5271640326084,10.296725765491065,99.8547877991195,0.0,51.3625715,0.00299747229,89.9309537,56.4690275,0.99305203,0.0,53.557094,0.00246905747,89.82844,56.2720607
107,50,1.0,1,0.05,0.99,10,0,20,1,1,80.39414741445225,11.648155127122596,99.82860428879873,0.0,51.6417337,0.00289602139,89.923146,56.5597365,0.993510469,0.0,53.7799228,0.00238097208,89.7977049,56.3745956
187,50,1.0,1,0.05,0.99,10,0,30,1,1,78.84187510460181,12.117615639469166,99.78915881592998,0.0,51.4645477,0.00294252226,89.9137667,56.4771757,0.993550043,0.0,53.7702567,0.00238115795,89.7433524,56.3702802
314,50,1.0,1,0.05,0.99,20,0,20,1,1,80.62362848155823,11.581281644375062,99.82352425781681,0.0,51.2443736,0.00301264196,89.9309064,56.2530778,0.993145425,0.0,53.3515991,0.00248597547,89.8353959,56.1413683
122,50,1.0,1,0.05,0.99,20,0,30,1,1,80.44142086218949,12.778816364880797,99.84242911985986,0.0,51.6368269,0.0029195446,89.9185147,56.5659215,0.993500828,0.0,53.8603849,0.00237479485,89.7728673,56.4098095
226,50,1.0,1,0.1,0.9,1,0,20,1,1,76.93660776563675,12.91956980800424,99.81488543253043,0.0,53.1450979,0.00239661278,89.9197324,57.2752104,0.99564025,0.0,55.2596169,0.00196899914,89.7827249,57.1137775
175,50,1.0,1,0.1,0.9,1,0,30,1,1,76.70420753505697,12.6472733169056,99.82835845350694,0.0,52.4611704,0.00259955092,89.9148248,56.9850034,0.994685766,0.0,54.4608556,0.0021618118,89.7581742,56.714992
145,50,1.0,1,0.1,0.9,5,0,20,1,1,79.81738378653333,11.817017726338255,99.83501236215255,0.0,52.3651954,0.00260334191,89.9104137,56.7915072,0.994951176,0.0,54.4096046,0.00215496102,89.7616215,56.6964112
140,50,1.0,1,0.1,0.9,5,0,30,1,1,76.82970939965278,13.360282042337724,99.82929209953272,0.0,52.9461762,0.00245993068,89.9184305,57.277977,0.995318141,0.0,55.073794,0.00203296029,89.7699391,57.0262465
110,50,1.0,1,0.1,0.9,10,0,20,1,1,76.10497387458518,11.653485988877485,99.83434409347993,0.0,52.0755804,0.00271808077,89.9339474,56.9790487,0.993788525,0.0,53.741886,0.00237778692,89.8167054,56.346705
155,50,1.0,1,0.1,0.9,10,0,30,1,1,78.4068935579942,12.347706619424148,99.79216437486714,0.0,52.8571824,0.00248941996,89.9324693,57.2119528,0.995242354,0.0,54.9151972,0.00206804558,89.7987246,56.938594
163,50,1.0,1,0.1,0.9,20,0,20,1,1,77.55758989465855,12.692143374142285,99.8169451130877,0.0,52.9558446,0.00245441978,89.9219023,57.2232914,0.995342333,0.0,55.2117173,0.0020074344,89.7531648,57.0752914
93,50,1.0,1,0.1,0.9,20,0,30,1,1,77.2864181742231,11.990217960866335,99.84098531717409,0.0,52.5795188,0.00255665827,89.916548,57.0461595,0.995003022,0.0,54.5918673,0.00212830012,89.7659951,56.7857622
309,50,1.0,1,0.1,0.98,1,0,20,1,1,84.25474749712023,9.65208863318478,99.82840266925467,0.0,52.4332697,0.00262700328,89.9191046,56.8700673,0.994755733,0.0,54.7416514,0.00213521263,89.7744101,56.864455
221,50,1.0,1,0.1,0.98,1,0,30,1,1,82.75103559013151,10.013132403652971,99.84700024103196,0.0,51.9306753,0.00278159289,89.923913,56.7587421,0.994034533,0.0,54.2142095,0.00226884932,89.8022564,56.5851766
317,50,1.0,1,0.1,0.98,5,0,20,1,1,82.45664310442986,10.30252253704256,99.79757506566882,0.0,52.5617209,0.00260823126,89.9318206,57.0373374,0.994719936,0.0,54.8022991,0.00212808409,89.783964,56.9118477
